  0.800  0.014000  0.000    0.800   -0.5814    3.6872    3.6872    6.2035    6.5941    0.4940    0.9590    0.5988  5.023E+10  1.0000   4.624  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.725E+00  0.261E+00  0.225E-02  0.273E-04  0.650E-03  0.565E-02  0.224E-05  0.127E-04  0.186E-02  0.150E-03  0.000E+00
  0.804  0.014000  0.000    0.804   -0.5716    3.6887    3.6887    6.1790    6.5645    0.4865    0.9515    0.5940  5.045E+10  1.0000   4.622  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.725E+00  0.261E+00  0.225E-02  0.273E-04  0.650E-03  0.565E-02  0.224E-05  0.127E-04  0.186E-02  0.150E-03  0.000E+00
  0.807  0.014000  0.000    0.807   -0.5619    3.6902    3.6902    6.1547    6.5351    0.4790    0.9440    0.5893  5.067E+10  1.0000   4.621  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.725E+00  0.261E+00  0.225E-02  0.273E-04  0.650E-03  0.565E-02  0.224E-05  0.127E-04  0.186E-02  0.150E-03  0.000E+00
  0.811  0.014000  0.000    0.811   -0.5522    3.6917    3.6917    6.1305    6.5058    0.4716    0.9366    0.5846  5.089E+10  1.0000   4.619  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.725E+00  0.261E+00  0.225E-02  0.273E-04  0.650E-03  0.565E-02  0.224E-05  0.127E-04  0.186E-02  0.150E-03  0.000E+00
  0.815  0.014000  0.000    0.815   -0.5425    3.6932    3.6932    6.1063    6.4766    0.4642    0.9292    0.5799  5.111E+10  1.0000   4.617  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.725E+00  0.261E+00  0.225E-02  0.273E-04  0.650E-03  0.565E-02  0.223E-05  0.127E-04  0.185E-02  0.150E-03  0.000E+00
  0.819  0.014000  0.000    0.819   -0.5329    3.6946    3.6946    6.0823    6.4475    0.4568    0.9218    0.5752  5.133E+10  1.0000   4.615  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.725E+00  0.261E+00  0.225E-02  0.273E-04  0.650E-03  0.565E-02  0.223E-05  0.127E-04  0.185E-02  0.150E-03  0.000E+00
  0.822  0.014000  0.000    0.822   -0.5233    3.6961    3.6961    6.0584    6.4186    0.4495    0.9145    0.5705  5.155E+10  1.0000   4.614  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.725E+00  0.261E+00  0.225E-02  0.273E-04  0.650E-03  0.564E-02  0.223E-05  0.127E-04  0.185E-02  0.150E-03  0.000E+00
  0.826  0.014000  0.000    0.826   -0.5138    3.6976    3.6976    6.0345    6.3897    0.4422    0.9072    0.5659  5.177E+10  1.0000   4.612  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.725E+00  0.261E+00  0.225E-02  0.273E-04  0.650E-03  0.564E-02  0.223E-05  0.127E-04  0.185E-02  0.150E-03  0.000E+00
  0.830  0.014000  0.000    0.830   -0.5043    3.6990    3.6990    6.0108    6.3610    0.4349    0.8999    0.5612  5.199E+10  1.0000   4.610  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.725E+00  0.261E+00  0.225E-02  0.273E-04  0.650E-03  0.564E-02  0.223E-05  0.127E-04  0.185E-02  0.150E-03  0.000E+00
  0.834  0.014000  0.000    0.834   -0.4948    3.7005    3.7005    5.9871    6.3323    0.4277    0.8930    0.5568  5.221E+10  1.0000   4.608  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.725E+00  0.261E+00  0.225E-02  0.273E-04  0.650E-03  0.564E-02  0.223E-05  0.127E-04  0.185E-02  0.150E-03  0.000E+00
  0.837  0.014000  0.000    0.837   -0.4854    3.7019    3.7019    5.9635    6.3038    0.4205    0.8862    0.5524  5.243E+10  1.0000   4.607  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.725E+00  0.261E+00  0.225E-02  0.273E-04  0.650E-03  0.564E-02  0.223E-05  0.127E-04  0.185E-02  0.150E-03  0.000E+00
  0.841  0.014000  0.000    0.841   -0.4760    3.7033    3.7033    5.9400    6.2754    0.4133    0.8793    0.5480  5.265E+10  1.0000   4.605  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.725E+00  0.261E+00  0.225E-02  0.272E-04  0.649E-03  0.564E-02  0.223E-05  0.127E-04  0.185E-02  0.150E-03  0.000E+00
  0.845  0.014000  0.000    0.845   -0.4667    3.7048    3.7048    5.9166    6.2471    0.4061    0.8725    0.5436  5.287E+10  1.0000   4.603  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.725E+00  0.261E+00  0.225E-02  0.272E-04  0.649E-03  0.564E-02  0.223E-05  0.127E-04  0.185E-02  0.150E-03  0.000E+00
  0.848  0.014000  0.000    0.848   -0.4573    3.7062    3.7062    5.8933    6.2190    0.3990    0.8657    0.5393  5.309E+10  1.0000   4.602  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.726E+00  0.261E+00  0.225E-02  0.272E-04  0.649E-03  0.564E-02  0.223E-05  0.127E-04  0.185E-02  0.150E-03  0.000E+00
  0.852  0.014000  0.000    0.852   -0.4480    3.7076    3.7076    5.8701    6.1909    0.3919    0.8589    0.5349  5.331E+10  1.0000   4.600  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.726E+00  0.261E+00  0.225E-02  0.272E-04  0.649E-03  0.564E-02  0.223E-05  0.127E-04  0.185E-02  0.150E-03  0.000E+00
  0.856  0.014000  0.000    0.856   -0.4388    3.7090    3.7090    5.8470    6.1629    0.3848    0.8522    0.5305  5.353E+10  1.0000   4.598  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.726E+00  0.260E+00  0.225E-02  0.272E-04  0.649E-03  0.564E-02  0.223E-05  0.127E-04  0.185E-02  0.150E-03  0.000E+00
