 6314.89  0.2054770
 6317.60  0.1568073
 6320.32  0.1088593
 6323.04  0.1082856
 6325.75  0.0692311
 6328.47  0.1123104
 6331.19  0.1353774
 6333.91  0.0662784
 6336.62  0.0683517
 6339.34  0.0998543
 6342.06  0.0667006
 6344.78  0.0365461
 6347.49  0.1458996
 6350.21  0.1836620
 6352.93  0.1330381
 6355.64  0.1245315
 6358.36  0.0963370
 6361.08  0.1488432
 6363.80  0.1657906
 6366.51  0.1252602
 6369.23  0.1218145
 6371.95  0.1141332
 6374.66  0.1060276
 6377.38  0.1484844
 6380.10  0.1162731
 6382.82  0.1572234
 6385.53  0.1256948
 6388.25  0.1099788
 6390.97  0.1391817
 6393.69  0.1299453
 6396.40  0.0798118
 6399.12  0.0661010
 6401.84  0.0908972
 6404.55  0.0722609
 6407.27  0.0826810
 6409.99  0.1002539
 6412.71  0.1270775
 6415.42  0.1149700
 6418.14  0.0838718
 6420.86  0.0748796
 6423.57  0.1062801
 6426.29  0.1024746
 6429.01  0.1194885
 6431.73  0.1485403
 6434.44  0.1192460
 6437.16  0.1412095
 6439.88  0.1405709
 6442.60  0.0874433
 6445.31  0.0892204
 6448.03  0.0922635
 6450.75  0.1205791
 6453.46  0.1429423
 6456.18  0.1073543
 6458.90  0.0939808
 6461.62  0.1388904
 6464.33  0.1267835
 6467.05  0.1290658
 6469.77  0.2042995
 6472.48  0.1630525
 6475.20  0.1240156
 6477.92  0.1128186
 6480.64  0.0767007
 6483.35  0.0877559
 6486.07  0.1206103
 6488.79  0.1387809
 6491.51  0.2184724
 6494.22  0.1639121
 6496.94  0.1071945
 6499.66  0.1098779
 6502.37  0.0981223
 6505.09  0.1466139
 6507.81  0.1680120
 6510.53  0.1231123
 6513.24  0.1045004
 6515.96  0.1374018
 6518.68  0.1074786
 6521.40  0.1185150
 6524.11  0.1384829
 6526.83  0.1162864
 6529.55  0.1013128
 6532.26  0.1553410
 6534.98  0.1112265
 6537.70  0.0688187
 6540.42  0.1100441
 6543.13  0.1164945
 6545.85  0.1269817
 6548.57  0.1402271
 6551.28  0.0885273
 6554.00  0.1228315
 6556.72  0.2645775
 6559.44  0.3510299
 6562.15  0.6314987
 6564.87  0.9087108
 6567.59  0.6883252
 6570.31  0.3185413
 6573.02  0.2407210
 6575.74  0.1985801
 6578.46  0.1438722
 6581.17  0.1056874
 6583.89  0.1608794
 6586.61  0.1535614
 6589.33  0.1018586
 6592.04  0.1109206
 6594.76  0.1379288
 6597.48  0.1432294
 6600.19  0.1851408
 6602.91  0.1320971
 6605.63  0.1207751
 6608.35  0.0807163
 6611.06  0.1094206
 6613.78  0.1248232
 6616.50  0.1579907
 6619.22  0.1783011
 6621.93  0.1876103
 6624.65  0.0987630
 6627.37  0.0889386
 6630.08  0.0974737
 6632.80  0.1367619
 6635.52  0.1655185
 6638.24  0.1882109
 6640.95  0.1691354
 6643.67  0.1847000
 6646.39  0.1662160
 6649.10  0.0955775
 6651.82  0.1722825
 6654.54  0.2074709
 6657.26  0.1716099
 6659.97  0.1569221
 6662.69  0.1551166
 6665.41  0.1651493
 6668.13  0.1446562
 6670.84  0.1324317
 6673.56  0.1390734
 6676.28  0.1722202
 6678.99  0.1612972
 6681.71  0.1030304
 6684.43  0.0831629
 6687.15  0.0958426
 6689.86  0.0867942
 6692.58  0.1423403
 6695.30  0.1516862
 6698.01  0.0603262
 6700.73  0.0897323
 6703.45  0.1050528
 6706.17  0.0789346
 6708.88  0.0794104
 6711.60  0.0507928
 6714.32  0.0612918
 6717.04  0.0910607
 6719.75  0.0976795
 6722.47  0.1464105
 6725.19  0.1452038
 6727.90  0.1237629
 6730.62  0.1132646
 6733.34  0.1272552
 6736.06  0.1640824
 6738.77  0.1391114
 6741.49  0.1332842
 6744.21  0.1541598
 6746.92  0.0877854
 6749.64  0.1373852
 6752.36  0.1898890
 6755.08  0.1477107
 6757.79  0.1709706
 6760.51  0.2069211
 6763.23  0.1393034
 6765.95  0.1727560
 6768.66  0.1848891
 6771.38  0.1995438
 6774.10  0.2451672
 6776.81  0.2115355
 6779.53  0.1611517
 6782.25  0.1601939
 6784.97  0.1456227
 6787.68  0.1478279
 6790.40  0.1478237
 6793.12  0.1611865
 6795.84  0.1806861
 6798.55  0.1877571
 6801.27  0.2470858
 6803.99  0.2556759
 6806.70  0.1912925
 6809.42  0.1321487
 6812.14  0.1900129
 6814.86  0.1923315
 6817.57  0.1955334
 6820.29  0.1375234
 6823.01  0.1395912
 6825.72  0.2177987
 6828.44  0.1976052
 6831.16  0.1859418
 6833.88  0.2727373
 6836.59  0.2699974
 6839.31  0.1877014
 6842.03  0.1513205
 6844.75  0.1058324
 6847.46  0.1436925
 6850.18  0.1846726
 6852.90  0.2083588
 6855.61  0.2227536
 6858.33  0.1778678
 6861.05  0.1381297
 6863.77  0.2446055
 6866.48  0.2708376
 6869.20  0.2177773
 6871.92  0.1590820
 6874.63  0.1606162
 6877.35  0.1745599
 6880.07  0.1409775
 6882.79  0.2257259
 6885.50  0.2752228
 6888.22  0.1971760
 6890.94  0.1621257
 6893.66  0.1613972
 6896.37  0.2031765
 6899.09  0.1954370
 6901.81  0.1918225
 6904.52  0.1339030
 6907.24  0.1691286
 6909.96  0.3033693
 6912.68  0.3645675
 6915.39  0.2608008
 6918.11  0.1560501
 6920.83  0.1574694
 6923.54  0.2030877
 6926.26  0.1845601
 6928.98  0.1174658
 6931.70  0.1528045
 6934.41  0.1838904
 6937.13  0.2095817
 6939.85  0.2583084
 6942.57  0.2675956
 6945.28  0.1891336
 6948.00  0.1732102
 6950.72  0.1715902
 6953.43  0.1741991
 6956.15  0.2159378
 6958.87  0.2319125
 6961.59  0.2422507
 6964.30  0.1931086
 6967.02  0.1819092
 6969.74  0.3020220
 6972.45  0.2845007
 6975.17  0.1617821
 6977.89  0.1835959
 6980.61  0.2304053
 6983.32  0.1868442
 6986.04  0.1706621
 6988.76  0.1975900
 6991.48  0.2282553
 6994.19  0.1820376
 6996.91  0.1418771
 6999.63  0.1756953
 7002.34  0.1750756
 7005.06  0.1644202
 7007.78  0.1446015
 7010.50  0.1113106
 7013.21  0.1609526
 7015.93  0.2131635
 7018.65  0.1990526
 7021.37  0.1485330
 7024.08  0.1106651
 7026.80  0.2194888
 7029.52  0.2429317
 7032.23  0.1830250
 7034.95  0.1913919
 7037.67  0.2117337
 7040.39  0.2455511
 7043.10  0.1994833
 7045.82  0.2033588
 7048.54  0.2492716
 7051.25  0.2604078
 7053.97  0.2607040
 7056.69  0.2225775
 7059.41  0.2219436
 7062.12  0.1941908
 7064.84  0.1667070
 7067.56  0.1629808
 7070.28  0.1846001
 7072.99  0.2006398
 7075.71  0.2052273
 7078.43  0.2340929
 7081.14  0.2232086
 7083.86  0.1873237
 7086.58  0.2214786
 7089.30  0.2575717
 7092.01  0.2280870
 7094.73  0.2081438
 7097.45  0.2191432
 7100.16  0.2941767
 7102.88  0.3140359
 7105.60  0.2144832
 7108.32  0.2145511
 7111.03  0.2670301
 7113.75  0.3060133
 7116.47  0.2866566
 7119.19  0.3091216
 7121.90  0.2777742
 7124.62  0.2489303
 7127.34  0.2334152
 7130.05  0.2292265
 7132.77  0.2685806
 7135.49  0.2550659
 7138.21  0.2432093
 7140.92  0.2261331
 7143.64  0.2074194
 7146.36  0.2267299
 7149.07  0.2339568
 7151.79  0.2029509
 7154.51  0.2530916
 7157.23  0.2579015
 7159.94  0.2079686
 7162.66  0.2278730
 7165.38  0.2513659
 7168.10  0.2306313
 7170.81  0.2379521
 7173.53  0.2531311
 7176.25  0.3256689
 7178.96  0.3218710
 7181.68  0.2741383
 7184.40  0.2616637
 7187.12  0.2070430
 7189.83  0.1892768
 7192.55  0.1966626
 7195.27  0.2207730
 7197.98  0.2449926
 7200.70  0.2377192
 7203.42  0.2635261
 7206.14  0.3265714
 7208.85  0.2854156
 7211.57  0.2622058
 7214.29  0.2469785
 7217.01  0.2930794
 7219.72  0.2551023
 7222.44  0.2404514
 7225.16  0.2772364
 7227.87  0.2635873
 7230.59  0.2136971
 7233.31  0.2266527
 7236.03  0.2695920
 7238.74  0.3520081
 7241.46  0.3721114
 7244.18  0.3024657
 7246.89  0.4179567
 7249.61  0.4071524
 7252.33  0.2736845
 7255.05  0.2829214
 7257.76  0.3046999
 7260.48  0.2254791
 7263.20  0.1847612
 7265.92  0.1742297
 7268.63  0.2203531
 7271.35  0.2046574
 7274.07  0.0998625
 7276.78  0.2379284
 7279.50  0.4188738
 7282.22  0.3249359
 7284.94  0.3188026
 7287.65  0.3620625
 7290.37  0.3105033
 7293.09  0.2819226
 7295.81  0.1981651
 7298.52  0.1793318
 7301.24  0.1821556
 7303.96  0.1982728
 7306.67  0.1934689
 7309.39  0.1524066
 7312.11  0.1883854
 7314.83  0.1931723
 7317.54  0.2113301
 7320.26  0.2119590
 7322.98  0.2306671
 7325.69  0.2742631
 7328.41  0.3386540
