  0.800  0.014000  0.000    0.800   -0.5887    3.6871    3.6871    6.2217    6.6126    0.4944    0.9594    0.5991  4.984E+10  1.0000   4.631  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.721E+00  0.265E+00  0.228E-02  0.276E-04  0.657E-03  0.570E-02  0.226E-05  0.129E-04  0.187E-02  0.151E-03  0.000E+00
  0.804  0.014000  0.000    0.804   -0.5791    3.6886    3.6886    6.1977    6.5836    0.4871    0.9521    0.5944  5.005E+10  1.0000   4.629  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.721E+00  0.265E+00  0.228E-02  0.276E-04  0.657E-03  0.570E-02  0.226E-05  0.129E-04  0.187E-02  0.151E-03  0.000E+00
  0.807  0.014000  0.000    0.807   -0.5696    3.6900    3.6900    6.1739    6.5548    0.4798    0.9448    0.5898  5.026E+10  1.0000   4.628  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.721E+00  0.265E+00  0.228E-02  0.276E-04  0.657E-03  0.570E-02  0.226E-05  0.129E-04  0.187E-02  0.151E-03  0.000E+00
  0.811  0.014000  0.000    0.811   -0.5601    3.6915    3.6915    6.1502    6.5261    0.4725    0.9375    0.5851  5.047E+10  1.0000   4.626  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.721E+00  0.265E+00  0.228E-02  0.276E-04  0.657E-03  0.570E-02  0.226E-05  0.129E-04  0.187E-02  0.151E-03  0.000E+00
  0.815  0.014000  0.000    0.815   -0.5506    3.6930    3.6930    6.1265    6.4975    0.4652    0.9302    0.5805  5.068E+10  1.0000   4.624  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.721E+00  0.265E+00  0.228E-02  0.276E-04  0.657E-03  0.570E-02  0.226E-05  0.129E-04  0.187E-02  0.151E-03  0.000E+00
  0.819  0.014000  0.000    0.819   -0.5412    3.6944    3.6944    6.1030    6.4690    0.4580    0.9230    0.5759  5.090E+10  1.0000   4.623  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.721E+00  0.265E+00  0.228E-02  0.276E-04  0.657E-03  0.570E-02  0.226E-05  0.129E-04  0.187E-02  0.151E-03  0.000E+00
  0.822  0.014000  0.000    0.822   -0.5318    3.6958    3.6958    6.0796    6.4407    0.4508    0.9158    0.5713  5.111E+10  1.0000   4.621  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.721E+00  0.265E+00  0.228E-02  0.276E-04  0.657E-03  0.570E-02  0.226E-05  0.129E-04  0.187E-02  0.151E-03  0.000E+00
  0.826  0.014000  0.000    0.826   -0.5225    3.6973    3.6973    6.0563    6.4124    0.4436    0.9086    0.5668  5.132E+10  1.0000   4.619  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.721E+00  0.265E+00  0.228E-02  0.276E-04  0.657E-03  0.570E-02  0.226E-05  0.129E-04  0.187E-02  0.151E-03  0.000E+00
  0.830  0.014000  0.000    0.830   -0.5132    3.6987    3.6987    6.0331    6.3843    0.4365    0.9015    0.5622  5.153E+10  1.0000   4.618  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.721E+00  0.265E+00  0.228E-02  0.276E-04  0.657E-03  0.570E-02  0.226E-05  0.129E-04  0.187E-02  0.151E-03  0.000E+00
  0.834  0.014000  0.000    0.834   -0.5040    3.7001    3.7001    6.0099    6.3563    0.4294    0.8946    0.5578  5.174E+10  1.0000   4.616  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.721E+00  0.265E+00  0.228E-02  0.276E-04  0.657E-03  0.570E-02  0.226E-05  0.129E-04  0.187E-02  0.151E-03  0.000E+00
  0.837  0.014000  0.000    0.837   -0.4948    3.7015    3.7015    5.9869    6.3285    0.4223    0.8879    0.5535  5.196E+10  1.0000   4.615  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.721E+00  0.265E+00  0.228E-02  0.276E-04  0.657E-03  0.570E-02  0.226E-05  0.129E-04  0.187E-02  0.151E-03  0.000E+00
  0.841  0.014000  0.000    0.841   -0.4856    3.7030    3.7030    5.9640    6.3007    0.4152    0.8812    0.5492  5.217E+10  1.0000   4.613  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.721E+00  0.265E+00  0.227E-02  0.276E-04  0.657E-03  0.570E-02  0.226E-05  0.129E-04  0.187E-02  0.151E-03  0.000E+00
  0.845  0.014000  0.000    0.845   -0.4765    3.7044    3.7044    5.9411    6.2731    0.4082    0.8745    0.5449  5.238E+10  1.0000   4.611  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.721E+00  0.265E+00  0.227E-02  0.276E-04  0.657E-03  0.570E-02  0.226E-05  0.129E-04  0.187E-02  0.151E-03  0.000E+00
  0.848  0.014000  0.000    0.848   -0.4674    3.7058    3.7058    5.9184    6.2456    0.4012    0.8678    0.5407  5.259E+10  1.0000   4.610  0.000E+00      0.00      0.00      0.00  0.0000   0.000   0.000  0.0000  0.721E+00  0.265E+00  0.227E-02  0.276E-04  0.656E-03  0.570E-02  0.226E-05  0.129E-04  0.187E-02  0.151E-03  0.000E+00
