  1  0.448703320000000E+08    1.000000 -0.138050  3.754330  0.7200000E+00  0.2659559E+00  2.2831520E-03  2.7707440E-05  6.5875800E-04  5.7184750E-03  2.2656010E-06  1.2899740E-05  1.8768900E-03  1.5180830E-04  0.000E+00  0.0228  3.754330    0.000  1.910130  7.129570  0.7161589E+00  0.2694437E+00  2.4697740E-04  8.6000780E-05  2.9770170E-03  5.7181420E-03  2.6563670E-06  8.7268070E-06  1.8768900E-03  1.5180830E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  2  0.164524550000000E+09    1.000000 -0.129380  3.755300  0.7202375E+00  0.2657249E+00  2.2816910E-03  2.7687870E-05  6.5836250E-04  5.7152160E-03  2.2642150E-06  1.2891280E-05  1.8759140E-03  1.5171980E-04  0.000E+00  0.0000  3.755300    0.000  1.924590  7.129310  0.7074409E+00  0.2781281E+00  1.0284010E-05  2.8316860E-06  3.3484100E-03  5.7181860E-03  4.1174220E-06  2.2753460E-06  1.8772740E-03  1.5184330E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  3  0.269221990000000E+09    1.000000 -0.126810  3.755330  0.7210591E+00  0.2649262E+00  2.2765990E-03  2.7619760E-05  6.5698390E-04  5.7038480E-03  2.2593790E-06  1.2861800E-05  1.8725060E-03  1.5141080E-04  0.000E+00  0.0000  3.755330    0.000  1.929500  7.130010  0.6993326E+00  0.2862285E+00  9.8827640E-06  2.6958760E-06  3.3530420E-03  5.7214420E-03  5.6188740E-06  5.9520160E-07  1.8786220E-03  1.5196610E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  4  0.373919440000000E+09    1.000000 -0.124360  3.755400  0.7218704E+00  0.2641376E+00  2.2715440E-03  2.7552120E-05  6.5561380E-04  5.6925430E-03  2.2545710E-06  1.2832480E-05  1.8691150E-03  1.5110330E-04  0.000E+00  0.0000  3.755400    0.000  1.934400  7.130910  0.6912340E+00  0.2943188E+00  9.8855290E-06  2.6961890E-06  3.3561800E-03  5.7247880E-03  7.1874090E-06  1.4925770E-07  1.8800160E-03  1.5209300E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  5  0.463660100000000E+09    1.000000 -0.122260  3.755480  0.7225658E+00  0.2634618E+00  2.2671990E-03  2.7494030E-05  6.5443630E-04  5.6828270E-03  2.2504410E-06  1.2807310E-05  1.8662000E-03  1.5083910E-04  0.000E+00  0.0000  3.755480    0.000  1.938650  7.131760  0.6842925E+00  0.3012529E+00  9.9210240E-06  2.7058330E-06  3.3586480E-03  5.7276780E-03  8.5956200E-06  4.4428050E-08  1.8812380E-03  1.5220400E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  6  0.568357540000000E+09    1.000000 -0.119770  3.755580  0.7233674E+00  0.2626828E+00  2.2621690E-03  2.7426780E-05  6.5307200E-04  5.6715630E-03  2.2456520E-06  1.2778130E-05  1.8628170E-03  1.5053270E-04  0.000E+00  0.0000  3.755580    0.000  1.943660  7.132800  0.6761894E+00  0.3093472E+00  9.9747980E-06  2.7205600E-06  3.3614820E-03  5.7310560E-03  1.0322040E-05  1.1279950E-08  1.8826890E-03  1.5233590E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  7  0.673054990000000E+09    1.000000 -0.117260  3.755700  0.7241703E+00  0.2619026E+00  2.2571280E-03  2.7359430E-05  6.5170490E-04  5.6602780E-03  2.2408570E-06  1.2748920E-05  1.8594280E-03  1.5022590E-04  0.000E+00  0.0000  3.755700    0.000  1.948730  7.133890  0.6680781E+00  0.3174497E+00  1.0033710E-05  2.7367280E-06  3.3643350E-03  5.7344320E-03  1.2147420E-05  3.9965600E-09  1.8841660E-03  1.5247020E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  8  0.777752430000000E+09    1.000000 -0.114720  3.755810  0.7249685E+00  0.2611270E+00  2.2521080E-03  2.7292370E-05  6.5034310E-04  5.6490340E-03  2.2360800E-06  1.2719820E-05  1.8560510E-03  1.4992020E-04  0.000E+00  0.0000  3.755810    0.000  1.953850  7.135010  0.6599559E+00  0.3255627E+00  1.0095350E-05  2.7536520E-06  3.3672250E-03  5.7377990E-03  1.4080990E-05  2.7351260E-09  1.8856690E-03  1.5260690E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
  9  0.882449870000000E+09    1.000000 -0.112130  3.755940  0.7257611E+00  0.2603570E+00  2.2471050E-03  2.7225560E-05  6.4898520E-04  5.6378160E-03  2.2313150E-06  1.2690810E-05  1.8526780E-03  1.4961510E-04  0.000E+00  0.0000  3.755940    0.000  1.959040  7.136170  0.6518213E+00  0.3336881E+00  1.0159040E-05  2.7711430E-06  3.3701580E-03  5.7411490E-03  1.6132150E-05  2.8013930E-09  1.8871990E-03  1.5274600E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
 10  0.987147310000000E+09    1.000000 -0.109510  3.756070  0.7265556E+00  0.2595850E+00  2.2420970E-03  2.7158710E-05  6.4762600E-04  5.6265920E-03  2.2265490E-06  1.2661800E-05  1.8493060E-03  1.4931020E-04  0.000E+00  0.0000  3.756070    0.000  1.964290  7.137350  0.6436728E+00  0.3418271E+00  1.0224340E-05  2.7890820E-06  3.3731390E-03  5.7444790E-03  1.8310640E-05  3.1590540E-09  1.8887570E-03  1.5288770E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00
