  1  0.147046852489116E+08    1.700000  0.901826  3.897014  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1194  3.897014    0.000  1.909845  7.296893  0.7169740E+00  0.2686371E+00  1.0351698E-05  2.7350221E-06  3.3491441E-03  5.6754490E-03  4.8466595E-05  1.1747387E-07  1.8768898E-03  1.5180834E-04  0.000E+00  1.611E-04  1.510E-04  9.308E-01  1.175E+00  3.87E+02  5.81E+02  1.76E+02  0.636043  0.000124  0.0000000E+00  2.3206784347E-03
  2  0.539142879867380E+08    1.700000  0.905871  3.898357  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1336  3.898357    0.000  1.913050  7.299415  0.7087592E+00  0.2768439E+00  1.0375935E-05  2.7358743E-06  3.3577324E-03  5.5175267E-03  2.0584834E-04  6.0747234E-08  1.8768898E-03  1.5180834E-04  0.000E+00  1.476E-04  1.575E-04  9.438E-01  1.064E+00  3.85E+02  0.00E+00  1.58E+02  0.581072  0.000125  0.0000000E+00  2.3206784347E-03
  3  0.990291426348767E+08    1.700000  0.909072  3.898569  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1364  3.898569    0.000  1.914618  7.301006  0.7006446E+00  0.2849543E+00  1.0452322E-05  2.7571760E-06  3.3811275E-03  5.3691248E-03  3.3494272E-04  1.0030242E-07  1.8768898E-03  1.5180834E-04  0.000E+00  1.418E-04  1.655E-04  9.476E-01  1.059E+00  3.84E+02  0.00E+00  1.52E+02  0.563375  0.000126  0.0000000E+00  2.3206784347E-03
  4  0.141872697704178E+09    1.700000  0.915732  3.899278  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1284  3.899278    0.000  1.918548  7.302603  0.6926479E+00  0.2929504E+00  1.0752407E-05  2.8352642E-06  3.4180103E-03  5.2168442E-03  4.5140091E-04  1.2747642E-07  1.8768898E-03  1.5180834E-04  0.000E+00  1.375E-04  1.712E-04  9.501E-01  1.056E+00  3.83E+02  0.00E+00  1.48E+02  0.551381  0.000128  0.0000000E+00  2.3206784347E-03
  5  0.181053548849908E+09    1.700000  0.919211  3.899463  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1365  3.899463    0.000  1.920629  7.304495  0.6846999E+00  0.3008996E+00  1.0980207E-05  2.8963600E-06  3.4691387E-03  5.0579522E-03  5.5770730E-04  1.5688005E-07  1.8768898E-03  1.5180834E-04  0.000E+00  1.344E-04  1.754E-04  9.518E-01  1.054E+00  3.82E+02  0.00E+00  1.45E+02  0.542666  0.000129  0.0000000E+00  2.3206784347E-03
  6  0.227627013419360E+09    1.700000  0.924282  3.899593  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1359  3.899593    0.000  1.922734  7.306139  0.6765318E+00  0.3090730E+00  1.1268248E-05  2.9727026E-06  3.5373350E-03  4.9019445E-03  6.4012375E-04  1.8029353E-07  1.8768898E-03  1.5180834E-04  0.000E+00  1.314E-04  1.792E-04  9.532E-01  1.052E+00  3.81E+02  0.00E+00  1.43E+02  0.535762  0.000131  0.0000000E+00  2.3206784347E-03
  7  0.262557111846449E+09    1.700000  0.929356  3.899722  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1346  3.899722    0.000  1.926314  7.307801  0.6685953E+00  0.3170165E+00  1.1661128E-05  3.0761997E-06  3.6155596E-03  4.7353807E-03  7.2139467E-04  2.0373052E-07  1.8768898E-03  1.5180834E-04  0.000E+00  1.293E-04  1.806E-04  9.540E-01  1.051E+00  3.80E+02  0.00E+00  1.41E+02  0.531493  0.000132  0.0000000E+00  2.3206784347E-03
  8  0.297337509851708E+09    1.700000  0.932547  3.899354  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1368  3.899354    0.000  1.928114  7.309117  0.6603458E+00  0.3252762E+00  1.2034250E-05  3.1753946E-06  3.7122655E-03  4.5606970E-03  7.8888821E-04  2.2315588E-07  1.8768898E-03  1.5180834E-04  0.000E+00  1.276E-04  1.818E-04  9.545E-01  1.051E+00  3.79E+02  0.00E+00  1.40E+02  0.528900  0.000133  0.0000000E+00  2.3206784347E-03
  9  0.328789568478271E+09    1.700000  0.936728  3.899378  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1356  3.899378    0.000  1.931393  7.310731  0.6523140E+00  0.3333208E+00  1.2516314E-05  3.3030893E-06  3.8190011E-03  4.3888528E-03  8.4099780E-04  2.3873875E-07  1.8768898E-03  1.5180834E-04  0.000E+00  1.262E-04  1.829E-04  9.548E-01  1.050E+00  3.78E+02  0.00E+00  1.39E+02  0.527178  0.000134  0.0000000E+00  2.3206784347E-03
 10  0.358430252000686E+09    1.700000  0.939992  3.898976  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1352  3.898976    0.000  1.933423  7.311904  0.6442724E+00  0.3413775E+00  1.2982717E-05  3.4263836E-06  3.9379010E-03  4.2162602E-03  8.7916313E-04  2.5009106E-07  1.8768898E-03  1.5180834E-04  0.000E+00  1.249E-04  1.832E-04  9.550E-01  1.050E+00  3.77E+02  0.00E+00  1.38E+02  0.526135  0.000135  0.0000000E+00  2.3206784347E-03
